id,track_name,artist_names,cluster,playlist_name
09KlDlkOYuC5x6hOaM7vaP,Angel,Fifth Harmony,0,"Dark, Intense Vibe"
09WAnxdBuebQopKhJT3oZS,TRELLAS,Bad Bunny,0,"Dark, Intense Vibe"
09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, Moliy",0,"Dark, Intense Vibe"
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,The Weeknd,0,"Dark, Intense Vibe"
09oZ9eXQ2fo6YDrPzJqAoP,Outta My Head (with John Mayer),"Khalid, John Mayer",0,"Dark, Intense Vibe"
09ts3GnICqYEU5PkQCpJK3,Say Something (feat. Chris Stapleton),"Justin Timberlake, Chris Stapleton",0,"Dark, Intense Vibe"
0A5gdlrpAuQqZ2iFgnqBFW,Moonlight,Gaullin,0,"Dark, Intense Vibe"
0AAMnNeIc6CdnfNU85GwCH,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",0,"Dark, Intense Vibe"
0AAVJIN4plafvmNKqRCltG,I'M DAT N****,Future,0,"Dark, Intense Vibe"
0ADG9OgdVTL7fgREP75BrZ,Ain't My Fault,Zara Larsson,0,"Dark, Intense Vibe"
0AcicReEGm1qcENjqzh1Tg,Love Scars 3,Trippie Redd,0,"Dark, Intense Vibe"
0AhJag7VI8uFf3mJFsTwvf,I Can Show You,Lil Uzi Vert,0,"Dark, Intense Vibe"
0At2qAoaVjIwWNAqrscXli,Boo'd Up,Ella Mai,0,"Dark, Intense Vibe"
0B3FovCVaGKS5w1FTidEUP,BROWN SKIN GIRL,"Blue Ivy, SAINt JHN, Beyoncé, Wizkid",0,"Dark, Intense Vibe"
0B48113ZG9UfkWWt7qD9xX,Younger Now,Miley Cyrus,0,"Dark, Intense Vibe"
0B6g379TMw0nYGXA7y5xHz,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Metro Boomin, Future, Lil Uzi Vert",0,"Dark, Intense Vibe"
0BFQC00Y58JtjMyTXOJazO,S91,KAROL G,0,"Dark, Intense Vibe"
0BGwAKW4u8kWOhWFflZxfl,Astronaut In The Ocean,Masked Wolf,0,"Dark, Intense Vibe"
0BiK5BbYNFLb88CCOxBFJe,LUMBERJACK,"Tyler, The Creator",0,"Dark, Intense Vibe"
0BwO44CBPFWxAIO5ZbPf3N,Roadrunner,Bonez MC,0,"Dark, Intense Vibe"
0CBFOvHlyqy30Q5tbyNHfQ,Want To,Dua Lipa,0,"Dark, Intense Vibe"
0CfmNX2TXk7yoJqHJiixnp,She Bad,"Cardi B, YG",0,"Dark, Intense Vibe"
0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),"Macklemore, Skylar Grey",0,"Dark, Intense Vibe"
0CrcwVLUe8wzLUIXgjXVZJ,Kill Bill (feat. Doja Cat),"SZA, Doja Cat",0,"Dark, Intense Vibe"
0DAQryfUiFZdWFo76RYBc8,Madonna,"Bausa, Apache 207",0,"Dark, Intense Vibe"
0DJBgBiYeSn6n1AXAkFVE8,I Am,Jorja Smith,0,"Dark, Intense Vibe"
0DZJACISivjWjscIp5Kg1q,Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD",0,"Dark, Intense Vibe"
0Dn40gxVCMo5TkgS8Ik18Q,Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",0,"Dark, Intense Vibe"
0E6PsO3ymCfUh7pJQjBgkj,APESHIT,The Carters,0,"Dark, Intense Vibe"
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,"Dynoro, Gigi D'Agostino",0,"Dark, Intense Vibe"
0EQMrxdeiBhry9JCxskko3,I'm Fine,BTS,0,"Dark, Intense Vibe"
0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny, Tainy",0,"Dark, Intense Vibe"
0EwS8XJQspgrj1zSUXhFkl,KANGA (feat. Kanye West),"6ix9ine, Kanye West",0,"Dark, Intense Vibe"
0F7FA14euOIX8KcbEturGH,Old Town Road,Lil Nas X,0,"Dark, Intense Vibe"
0FA4wrjDJvJTTU8AepZTup,Watch This - ARIZONATEARS Pluggnb Remix,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",0,"Dark, Intense Vibe"
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,0,"Dark, Intense Vibe"
0FFsgUoFibYISzMxuGS61W,I Don't Do Drugs (feat. Ariana Grande),"Doja Cat, Ariana Grande",0,"Dark, Intense Vibe"
0FkD2FHEZrZIofVkY6XPFK,DEMBOW BÉLICO,"Tito Double P, Joel De La P, Luis R Conriquez",0,"Dark, Intense Vibe"
0FlfN5cbUUpIHCRH8X1M44,t h e . c l i m b . b a c k,J. Cole,0,"Dark, Intense Vibe"
